id,cate_id,food_name,alias_name,english_name,edible_part,water,energy,protein,fat,cholesterol,ash,carbohydrate,dietary_fiber,carotene,vitamin_a,vitamin_e,thiamin,riboflavin,niacin,vitamin_c,calcium,phosphorus,potassium,sodium,magnesium,iron,zinc,selenium,copper,manganese,iodine,sfa,mufa,pufa,fatty_acids_total
1450,,,,,,,741kJ,26g,5g,207mg,,8g,0g,,48μg,8mg,0mg,1mg,2mg,0mg,120mg,241mg,150mg,116mg,36mg,31mg,27mg,6μg,14mg,2mg,,,,,
